ip,protocols
185.253.160.148,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
185.253.160.135,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.38.72,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.39.134,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.39.5,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
37.19.223.109,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
37.19.223.122,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
37.19.223.206,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
37.19.223.27,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
37.19.223.236,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.239.250.103,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.239.250.27,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.239.250.83,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.239.250.75,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
45.130.141.50,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
45.130.141.92,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
223.252.16.131,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
98.159.36.20,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
98.159.36.9,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
64.64.112.29,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
98.159.40.157,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.218.208,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.218.126,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.218.119,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.218.187,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
